2112,143,2162,143,2162,206,2112,206
1750,156,2106,156,2106,593,1750,593
1100,162,1812,162,1812,606,1100,606
2106,190,2165,194,2156,340,2097,336
712,193,1156,193,1156,581,712,581
2107,335,2153,338,2143,502,2097,499
743,468,800,468,800,531,743,531
2100,493,2137,493,2137,587,2100,587
750,525,806,525,806,587,750,587
1218,956,1362,956,1362,1137,1218,1137
1443,962,1575,962,1575,1137,1443,1137
1550,962,1700,962,1700,1137,1550,1137
1337,968,1475,968,1475,1131,1337,1131
2063,1414,2173,1409,2204,2142,2094,2147
725,1581,818,1581,818,1731,725,1731
725,1718,800,1718,800,1856,725,1856
712,1896,809,1900,792,2315,695,2311
2524,2070,2609,2063,2661,2679,2575,2686
350,2078,423,2083,406,2334,334,2329
2103,2321,2203,2314,2226,2653,2127,2660
331,2325,400,2325,400,2418,331,2418
696,2327,808,2333,772,3016,660,3010
320,2404,396,2406,386,2689,310,2686
2131,2650,2225,2650,2225,2831,2131,2831
2150,2818,2231,2818,2231,2981,2150,2981
643,3006,775,3006,775,3162,643,3162
2150,3012,2237,3012,2237,3143,2150,3143
1356,3781,1643,3781,1643,3887,1356,3887
