1218,699,2420,588,2458,998,1256,1109
2106,1643,2268,1643,2268,1775,2106,1775
2268,1650,2375,1650,2375,1768,2268,1768
2381,1662,2487,1662,2487,1768,2381,1768
2206,1787,2493,1787,2493,1881,2206,1881
2106,1793,2200,1793,2200,1881,2106,1881
3518,1956,3731,1956,3731,2100,3518,2100
3293,1968,3493,1968,3493,2100,3293,2100
606,2118,693,2118,693,2268,606,2268
3237,2106,3506,2106,3506,2362,3237,2362
3506,2118,3868,2118,3868,2362,3506,2362
2943,2156,3068,2156,3068,2356,2943,2356
3456,2356,3556,2356,3556,2456,3456,2456
575,2368,662,2368,662,2525,575,2525
3400,2375,3475,2375,3475,2450,3400,2450
3581,2381,3700,2381,3700,2456,3581,2456
2956,2468,3081,2468,3081,2681,2956,2681
2968,2831,3100,2831,3100,2987,2968,2987
