2362,712,2768,712,2768,837,2362,837
2743,712,2862,712,2862,831,2743,831
1337,825,1731,825,1731,950,1337,950
1700,818,2387,818,2387,1062,1700,1062
2450,825,2850,825,2850,943,2450,943
2359,823,2478,833,2448,1162,2329,1152
500,843,706,843,706,968,500,968
687,843,806,843,806,962,687,962
781,843,981,843,981,962,781,962
1056,843,1268,843,1268,962,1056,962
1256,850,1350,850,1350,950,1256,950
406,850,525,850,525,968,406,968
325,856,437,856,437,975,325,975
2450,925,2556,925,2556,1043,2450,1043
2537,925,2643,925,2643,1043,2537,1043
2631,925,2825,925,2825,1050,2631,1050
1235,944,1911,926,1914,1048,1238,1066
1081,943,1262,943,1262,1062,1081,1062
518,956,993,956,993,1062,518,1062
250,956,537,956,537,1068,250,1068
2237,1025,2356,1025,2356,1143,2237,1143
1600,1031,2093,1031,2093,1156,1600,1156
2425,1031,2537,1031,2537,1150,2425,1150
2537,1037,2625,1037,2625,1143,2537,1143
2625,1037,2725,1037,2725,1143,2625,1143
1141,1048,1623,1031,1628,1155,1145,1171
2068,1037,2268,1037,2268,1156,2068,1156
531,1050,1081,1050,1081,1168,531,1168
1062,1056,1168,1056,1168,1156,1062,1156
343,1062,550,1062,550,1168,343,1168
1968,1131,2624,1131,2624,1249,1968,1249
2606,1137,2806,1137,2806,1237,2606,1237
993,1168,1093,1168,1093,1443,993,1443
2229,1232,2793,1219,2795,1336,2232,1349
2406,1331,2693,1331,2693,1431,2406,1431
2231,1331,2425,1331,2425,1437,2231,1437
2675,1337,2775,1337,2775,1431,2675,1431
2050,1437,2237,1437,2237,1525,2050,1525
400,1443,506,1443,506,1543,400,1543
485,1450,761,1441,764,1536,488,1546
737,1437,937,1437,937,1543,737,1543
925,1443,1018,1443,1018,1531,925,1531
506,1525,937,1525,937,1631,506,1631
337,1531,518,1531,518,1625,337,1625
918,1525,1018,1525,1018,1625,918,1625
1187,1531,1368,1531,1368,1618,1187,1618
1356,1531,1893,1531,1893,1631,1356,1631
1887,1531,2062,1531,2062,1625,1887,1625
2043,1531,2231,1531,2231,1612,2043,1612
2047,1622,2405,1609,2408,1708,2051,1721
343,1618,1031,1618,1031,1718,343,1718
1368,1618,1468,1618,1468,1712,1368,1712
1106,1625,1381,1625,1381,1712,1106,1712
1531,1625,2062,1625,2062,1718,1531,1718
1450,1631,1550,1631,1550,1712,1450,1712
544,1865,1044,1875,1042,1977,542,1967
1031,1868,1706,1868,1706,1975,1031,1975
1693,1868,2206,1868,2206,1975,1693,1975
2193,1868,2368,1868,2368,1968,2193,1968
2343,1862,2550,1862,2550,2043,2343,2043
381,1875,562,1875,562,1968,381,1968
2531,1875,2618,1875,2618,1956,2531,1956
2256,1950,2368,1950,2368,2043,2256,2043
387,1956,818,1956,818,2043,387,2043
800,1956,900,1956,900,2037,800,2037
1456,1956,1625,1956,1625,2043,1456,2043
1687,1956,2193,1956,2193,2037,1687,2037
1281,1962,1375,1962,1375,2037,1281,2037
1368,1962,1462,1962,1462,2043,1368,2043
2181,1962,2275,1962,2275,2037,2181,2037
399,2035,1224,2025,1225,2124,400,2133
1687,2031,2518,2031,2518,2124,1687,2124
1206,2037,1300,2037,1300,2125,1206,2125
1287,2037,1700,2037,1700,2125,1287,2125
2493,2200,2556,2200,2556,2262,2493,2262
512,2262,843,2262,843,2356,512,2356
817,2262,1317,2254,1319,2420,820,2428
1287,2256,1393,2256,1393,2412,1287,2412
1368,2256,1550,2256,1550,2418,1368,2418
1526,2259,1777,2269,1773,2362,1522,2351
1518,2256,2493,2256,2493,2424,1518,2424
2475,2268,2562,2268,2562,2356,2475,2356
437,2275,531,2275,531,2418,437,2418
600,2337,850,2337,850,2425,600,2425
831,2337,1000,2337,1000,2418,831,2418
525,2343,618,2343,618,2425,525,2425
2387,2350,2550,2350,2550,2412,2387,2412
375,2412,1162,2412,1162,2500,375,2500
1143,2412,1393,2412,1393,2500,1143,2500
1375,2412,2543,2412,2543,2500,1375,2500
2518,2552,2614,2564,2554,3051,2459,3040
487,2625,650,2625,650,2706,487,2706
625,2618,1106,2618,1106,2775,625,2775
1075,2625,1175,2625,1175,2706,1075,2706
1156,2625,1393,2625,1393,2706,1156,2706
1300,2625,1468,2625,1468,2768,1300,2768
1450,2631,1543,2631,1543,2700,1450,2700
1531,2631,1687,2631,1687,2693,1531,2693
1675,2631,1768,2631,1768,2712,1675,2712
1750,2631,1918,2631,1918,2712,1750,2712
2206,2631,2443,2631,2443,2718,2206,2718
1987,2637,2075,2637,2075,2718,1987,2718
2062,2637,2137,2637,2137,2706,2062,2706
2131,2637,2212,2637,2212,2706,2131,2706
418,2687,506,2687,506,2762,418,2762
568,2687,656,2687,656,2768,568,2768
1162,2687,1318,2687,1318,2762,1162,2762
493,2693,575,2693,575,2756,493,2756
643,2687,812,2687,812,2831,643,2831
1087,2693,1181,2693,1181,2775,1087,2775
1456,2693,1543,2693,1543,2768,1456,2768
1606,2693,1693,2693,1693,2762,1606,2762
793,2693,962,2693,962,2831,793,2831
1525,2700,1612,2700,1612,2768,1525,2768
1681,2700,1762,2700,1762,2768,1681,2768
1981,2706,2287,2706,2287,2775,1981,2775
2343,2706,2437,2706,2437,2781,2343,2781
2281,2712,2356,2712,2356,2768,2281,2768
431,2750,518,2750,518,2831,431,2831
500,2756,587,2756,587,2825,500,2825
575,2756,668,2756,668,2831,575,2831
1531,2768,1606,2768,1606,2825,1531,2825
2040,2783,2201,2758,2214,2841,2053,2866
2187,2775,2275,2775,2275,2843,2187,2843
2475,3025,2531,3025,2531,3100,2475,3100
2468,3093,2525,3093,2525,3162,2468,3162
2450,3156,2512,3156,2512,3225,2450,3225
