1517,432,2187,504,2156,787,1487,715
1550,987,1806,987,1806,1218,1550,1218
1768,1012,2018,1012,2018,1243,1768,1243
1987,1031,2243,1031,2243,1262,1987,1262
2206,1050,2437,1050,2437,1281,2206,1281
3156,2143,3300,2143,3300,2231,3156,2231
3293,2150,3400,2150,3400,2231,3293,2231
3387,2156,3468,2156,3468,2237,3387,2237
3456,2156,3581,2156,3581,2237,3456,2237
162,2181,281,2181,281,2262,162,2262
262,2181,493,2181,493,2262,262,2262
3262,2231,3531,2231,3531,2268,3262,2268
168,2262,268,2262,268,2325,168,2325
262,2262,381,2262,381,2325,262,2325
368,2262,462,2262,462,2318,368,2318
3268,2268,3443,2268,3443,2300,3268,2300
3437,2268,3525,2268,3525,2300,3437,2300
3306,2300,3481,2300,3481,2337,3306,2337
237,2331,387,2331,387,2362,237,2362
3243,2337,3331,2337,3331,2368,3243,2368
3356,2337,3443,2337,3443,2368,3356,2368
237,2356,468,2356,468,2393,237,2393
137,2362,237,2362,237,2393,137,2393
3306,2362,3381,2362,3381,2418,3306,2418
3387,2362,3587,2362,3587,2418,3387,2418
3212,2375,3287,2375,3287,2412,3212,2412
287,2387,375,2387,375,2418,287,2418
