962,1075,1025,1075,1025,1143,962,1143
956,1131,1031,1131,1031,1268,956,1268
896,1189,956,1194,942,1366,883,1362
950,1256,1012,1256,1012,1325,950,1325
3625,1281,3706,1281,3706,1368,3625,1368
362,1318,431,1318,431,1381,362,1381
937,1318,1006,1318,1006,1387,937,1387
881,1350,943,1350,943,1425,881,1425
3631,1350,3718,1350,3718,1487,3631,1487
3556,1362,3637,1362,3637,1450,3556,1450
356,1363,429,1378,400,1521,327,1506
931,1387,993,1387,993,1456,931,1456
871,1407,937,1414,917,1611,851,1605
3556,1440,3654,1431,3675,1647,3576,1656
925,1450,975,1450,975,1525,925,1525
3643,1475,3731,1475,3731,1556,3643,1556
325,1500,406,1500,406,1581,325,1581
3650,1537,3731,1537,3731,1631,3650,1631
3587,1637,3687,1637,3687,1731,3587,1731
1962,1756,2037,1756,2037,1843,1962,1843
1962,1825,2050,1825,2050,2056,1962,2056
