1837,381,1900,381,1900,475,1837,475
1768,462,1843,462,1843,556,1768,556
1837,462,1912,462,1912,593,1837,593
1768,537,1850,537,1850,756,1768,756
1843,581,1918,581,1918,668,1843,668
1843,650,1912,650,1912,737,1843,737
1781,750,1868,750,1868,831,1781,831
0,787,62,787,62,881,0,881
0,875,81,875,81,987,0,987
0,975,75,975,75,1143,0,1143
2325,1493,2406,1493,2406,1637,2325,1637
2418,1562,2475,1562,2475,1625,2418,1625
2327,1620,2410,1616,2421,1836,2337,1840
2425,1643,2481,1643,2481,1706,2425,1706
2262,1681,2318,1681,2318,1737,2262,1737
