2122,672,2308,646,2322,744,2136,771
2056,668,2150,668,2150,768,2056,768
1987,687,2075,687,2075,781,1987,781
1850,693,1962,693,1962,1287,1850,1287
1637,737,1706,737,1706,800,1637,800
2218,750,2318,750,2318,987,2218,987
1350,750,1537,750,1537,893,1350,893
1518,756,1581,756,1581,818,1518,818
2062,756,2150,756,2150,850,2062,850
2143,756,2231,756,2231,837,2143,837
1987,768,2087,768,2087,1956,1987,1956
1250,781,1362,781,1362,850,1250,850
1631,800,1712,800,1712,925,1631,925
1525,806,1593,806,1593,875,1525,875
1581,806,1643,806,1643,925,1581,925
1700,806,1825,806,1825,937,1700,937
2150,831,2225,831,2225,912,2150,912
1250,837,1362,837,1362,912,1250,912
1356,837,1425,837,1425,900,1356,900
2068,843,2137,843,2137,918,2068,918
1525,868,1587,868,1587,937,1525,937
1462,875,1525,875,1525,943,1462,943
1356,893,1425,893,1425,1006,1356,1006
1406,893,1537,893,1537,1018,1406,1018
1300,900,1362,900,1362,962,1300,962
2150,906,2231,906,2231,1143,2150,1143
1250,912,1306,912,1306,968,1250,968
1583,915,1705,909,1715,1105,1593,1111
2068,912,2143,912,2143,1006,2068,1006
1700,912,1812,912,1812,1081,1700,1081
1525,925,1587,925,1587,993,1525,993
1300,950,1425,950,1425,1081,1300,1081
1250,962,1312,962,1312,1031,1250,1031
2225,981,2318,981,2318,1787,2225,1787
1525,987,1593,987,1593,1056,1525,1056
2068,993,2150,993,2150,1150,2068,1150
1406,1000,1481,1000,1481,1075,1406,1075
1412,1056,1481,1056,1481,1125,1412,1125
1412,1118,1481,1118,1481,1187,1412,1187
2156,1131,2212,1131,2212,1212,2156,1212
1650,1162,1706,1162,1706,1225,1650,1225
1521,1170,1586,1165,1596,1318,1531,1322
1593,1168,1650,1168,1650,1312,1593,1312
1475,1175,1537,1175,1537,1237,1475,1237
1418,1181,1481,1181,1481,1237,1418,1237
1362,1187,1418,1187,1418,1243,1362,1243
1306,1193,1362,1193,1362,1250,1306,1250
1250,1200,1306,1200,1306,1262,1250,1262
1650,1212,1706,1212,1706,1306,1650,1306
2143,1218,2237,1218,2237,1706,2143,1706
1475,1225,1537,1225,1537,1325,1475,1325
1418,1231,1475,1231,1475,1325,1418,1325
1362,1237,1425,1237,1425,1331,1362,1331
1306,1243,1368,1243,1368,1337,1306,1337
1250,1250,1312,1250,1312,1337,1250,1337
1862,1268,1968,1268,1968,1581,1862,1581
2322,1312,2498,1311,2513,2911,2337,2913
1587,1356,1643,1356,1643,1475,1587,1475
1643,1356,1706,1356,1706,1412,1643,1412
1525,1362,1600,1362,1600,1487,1525,1487
1362,1368,1418,1368,1418,1437,1362,1437
1412,1368,1475,1368,1475,1431,1412,1431
1468,1368,1537,1368,1537,1425,1468,1425
1193,1375,1312,1375,1312,1443,1193,1443
1306,1375,1368,1375,1368,1437,1306,1437
1150,1381,1206,1381,1206,1443,1150,1443
1100,1387,1156,1387,1156,1506,1100,1506
1037,1393,1093,1393,1093,1456,1037,1456
1700,1387,1837,1387,1837,1637,1700,1637
881,1400,943,1400,943,1512,881,1512
987,1400,1043,1400,1043,1456,987,1456
787,1406,843,1406,843,1475,787,1475
831,1406,893,1406,893,1518,831,1518
1643,1406,1706,1406,1706,1475,1643,1475
737,1412,793,1412,793,1531,737,1531
637,1418,693,1418,693,1481,637,1481
687,1418,743,1418,743,1475,687,1475
1475,1418,1537,1418,1537,1487,1475,1487
506,1431,550,1431,550,1543,506,1543
543,1425,600,1425,600,1487,543,1487
587,1425,650,1425,650,1487,587,1487
1362,1425,1418,1425,1418,1487,1362,1487
1412,1425,1481,1425,1481,1487,1412,1487
1306,1431,1368,1431,1368,1487,1306,1487
1200,1437,1262,1437,1262,1493,1200,1493
1043,1443,1093,1443,1093,1512,1043,1512
1143,1443,1200,1443,1200,1500,1143,1500
993,1450,1050,1450,1050,1562,993,1562
937,1456,1000,1456,1000,1568,937,1568
787,1462,837,1462,837,1525,787,1525
1650,1462,1700,1462,1700,1531,1650,1531
1587,1468,1643,1468,1643,1537,1587,1537
537,1475,593,1475,593,1543,537,1543
637,1475,687,1475,687,1537,637,1537
687,1475,750,1475,750,1531,687,1531
1525,1475,1587,1475,1587,1537,1525,1537
600,1487,637,1487,637,1537,600,1537
1362,1481,1425,1481,1425,1543,1362,1543
1418,1481,1475,1481,1475,1537,1418,1537
1475,1481,1537,1481,1537,1537,1475,1537
1306,1487,1368,1487,1368,1550,1306,1550
1250,1493,1306,1493,1306,1556,1250,1556
1043,1500,1106,1500,1106,1556,1043,1556
1093,1500,1162,1500,1162,1562,1093,1562
1143,1500,1206,1500,1206,1562,1143,1562
1193,1500,1262,1500,1262,1556,1193,1556
887,1512,937,1512,937,1575,887,1575
781,1518,843,1518,843,1581,781,1581
831,1518,893,1518,893,1581,831,1581
593,1525,643,1525,643,1587,593,1587
643,1525,693,1525,693,1593,643,1593
687,1525,743,1525,743,1581,687,1581
737,1525,793,1525,793,1581,737,1581
1650,1525,1700,1525,1700,1593,1650,1593
1587,1531,1643,1531,1643,1600,1587,1600
506,1543,550,1543,550,1593,506,1593
537,1537,643,1537,643,1650,537,1650
1468,1537,1537,1537,1537,1606,1468,1606
1531,1537,1587,1537,1587,1600,1531,1600
1368,1543,1425,1543,1425,1612,1368,1612
1412,1543,1487,1543,1487,1618,1412,1618
1200,1550,1262,1550,1262,1612,1200,1612
1256,1556,1300,1556,1300,1612,1256,1612
1306,1550,1362,1550,1362,1606,1306,1606
1093,1556,1150,1556,1150,1612,1093,1612
1143,1556,1200,1556,1200,1618,1143,1618
993,1562,1050,1562,1050,1625,993,1625
1043,1562,1100,1562,1100,1618,1043,1618
1864,1563,1951,1560,1962,1861,1875,1864
837,1568,893,1568,893,1631,837,1631
887,1568,937,1568,937,1637,887,1637
937,1568,987,1568,987,1625,937,1625
737,1575,793,1575,793,1637,737,1637
787,1575,843,1575,843,1631,787,1631
500,1581,556,1581,556,1650,500,1650
687,1581,750,1581,750,1643,687,1643
643,1587,693,1587,693,1643,643,1643
1318,1606,1356,1606,1356,1668,1318,1668
950,1625,993,1625,993,1687,950,1687
993,1618,1050,1618,1050,1687,993,1687
1043,1618,1093,1618,1093,1681,1043,1681
687,1631,750,1631,750,1700,687,1700
737,1631,800,1631,800,1693,737,1693
787,1631,843,1631,843,1687,787,1687
837,1631,893,1631,893,1687,837,1687
550,1643,593,1643,593,1693,550,1693
643,1637,700,1637,700,1693,643,1693
2141,1688,2234,1686,2243,2024,2150,2026
1650,1737,1706,1737,1706,1887,1650,1887
1537,1743,1587,1743,1587,1893,1537,1893
1593,1743,1650,1743,1650,1893,1593,1893
1415,1751,1480,1747,1490,1898,1425,1903
1481,1750,1537,1750,1537,1850,1481,1850
1312,1756,1368,1756,1368,1900,1312,1900
1368,1756,1431,1756,1431,1900,1368,1900
1206,1762,1262,1762,1262,1900,1206,1900
1256,1762,1318,1762,1318,1900,1256,1900
943,1768,1006,1768,1006,1906,943,1906
989,1769,1048,1765,1059,1905,1000,1909
1050,1768,1112,1768,1112,1906,1050,1906
2231,1768,2324,1768,2324,2112,2231,2112
737,1775,793,1775,793,1912,737,1912
784,1776,843,1772,853,1911,794,1916
829,1776,888,1770,903,1910,844,1917
881,1776,942,1771,952,1905,891,1909
643,1781,700,1781,700,1912,643,1912
693,1781,750,1781,750,1918,693,1918
556,1793,600,1793,600,1912,556,1912
593,1787,643,1787,643,1837,593,1837
512,1800,550,1800,550,1843,512,1843
506,1837,556,1837,556,1918,506,1918
593,1831,650,1831,650,1918,593,1918
1481,1843,1537,1843,1537,1893,1481,1893
1106,1850,1162,1850,1162,1906,1106,1906
1475,1918,1587,1918,1587,1987,1475,1987
1650,1918,1706,1918,1706,1987,1650,1987
1418,1925,1481,1925,1481,1987,1418,1987
1587,1925,1643,1925,1643,1987,1587,1987
937,1931,1000,1931,1000,2000,937,2000
987,1931,1050,1931,1050,1993,987,1993
1050,1931,1106,1931,1106,1993,1050,1993
1093,1931,1318,1931,1318,1993,1093,1993
1306,1931,1425,1931,1425,1993,1306,1993
