3793,0,3843,0,3843,50,3793,50
3756,12,3806,12,3806,62,3756,62
889,1203,934,1206,923,1346,878,1343
2768,1250,2837,1250,2837,1425,2768,1425
2706,1318,2775,1318,2775,1562,2706,1562
881,1343,912,1343,912,1393,881,1393
868,1387,912,1387,912,1437,868,1437
525,1406,562,1406,562,1450,525,1450
2768,1412,2831,1412,2831,1481,2768,1481
868,1437,906,1437,906,1493,868,1493
519,1445,562,1450,544,1597,500,1592
825,1462,862,1462,862,1600,825,1600
2775,1468,2831,1468,2831,1543,2775,1543
2712,1562,2787,1562,2787,1631,2712,1631
1525,1687,1581,1687,1581,1818,1525,1818
1518,1806,1575,1806,1575,1918,1518,1918
3270,2257,3366,2250,3395,2621,3298,2629
3387,2337,3462,2337,3462,2412,3387,2412
3193,2343,3256,2343,3256,2412,3193,2412
3400,2425,3475,2425,3475,2500,3400,2500
3200,2443,3268,2443,3268,2506,3200,2506
