1762,962,1987,962,1987,1206,1762,1206
1943,968,2168,968,2168,1225,1943,1225
2131,981,2343,981,2343,1231,2131,1231
2306,1000,2506,1000,2506,1231,2306,1231
725,1593,812,1593,812,1806,725,1806
3274,1639,3339,1631,3368,1860,3303,1868
712,1787,793,1787,793,1875,712,1875
706,1868,787,1868,787,1956,706,1956
3312,1870,3371,1863,3391,2042,3332,2049
700,1935,785,1938,776,2214,692,2212
3337,2031,3393,2031,3393,2100,3337,2100
3350,2093,3406,2093,3406,2206,3350,2206
687,2193,756,2193,756,2275,687,2275
3356,2200,3412,2200,3412,2262,3356,2262
3368,2256,3418,2256,3418,2325,3368,2325
687,2275,750,2275,750,2343,687,2343
3375,2312,3425,2312,3425,2393,3375,2393
3381,2375,3437,2375,3437,2443,3381,2443
3385,2432,3443,2427,3459,2611,3400,2616
3412,2600,3468,2600,3468,2731,3412,2731
3411,2722,3473,2713,3495,2855,3433,2864
